id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
country/NN/br-h02/1403	-0.0727454356113595	-0.0122752430250996	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 success in this effort will vary greatly from country to <font color=green>country</font> . In several significant cases, such as India, a decade of	4	2	2.13236075613212	0.5	4	miscellaneous	non-fiction
country/NN/br-h02/1763	-0.24715776042524	-0.000707950933770168	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 firms involve multi-year budgeting and the same is true of <font color=green>country</font>  development programs. More importantly, several of the more advanced of	3	1	2.3136664574281	0.333333333333333	1	miscellaneous	non-fiction
country/NN/br-h02/206	-0.230014119819175	-0.0214888167105986	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 formulation of programs for development which are adapted to the <font color=green>country</font>  's objectives and resources. This includes assistance in- assembling the	5	1	2.82130437116564	0.2	2	miscellaneous	non-fiction
country/NN/br-h02/351	-0.390126804649631	-0.0678338062037758	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 programing and budgeting completely beyond the capabilities of the recipient <font color=green>country</font>  would result in the frustration of the basic objective of	3	1	3.65364603636687	0.333333333333333	1	miscellaneous	non-fiction
country/NN/br-h02/572	-0.332226381932433	0.0180352189057945	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 developed countries, of the essential foreign exchange requirements of the <font color=green>country</font>  's development program. A systematic approach to development budgeting and	5	1	2.0964092713105	0.2	1	miscellaneous	non-fiction
country/NN/br-h02/801	-0.353057738068419	-0.0607357186957535	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 have made clear that we are genuinely concerned with a <font color=green>country</font>  's development potential, we can be blunt in suggesting the	2	1	2.4923827827371	0.5	1	miscellaneous	non-fiction
country/NN/br-h03/1107	-0.0240327815435965	0.00676418443921947	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 be reflected in the devotion of our services to our <font color=green>country</font> . For what Sam Rayburn 's life in this House teaches	2	1	2.14071282970205	0.5	3	miscellaneous	non-fiction
country/NN/br-h03/1589	-0.0390047511515747	0.0787494525650314	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 all the Americans who have played a part in the <font color=green>country</font>  's history since the beginning. I pay my personal tribute	4	1	2.06814178477734	0.25	2	miscellaneous	non-fiction
country/NN/br-h03/1847	0.279332755176918	0.174354707737079	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 the greatest American public figures in the history of our <font color=green>country</font>  and I consider that I have been signally honored in	4	0	2.81998756907299	0	1	miscellaneous	non-fiction
country/NN/br-h08/2000	-0.094788542296516	-0.0610709678440175	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 and high standard of living we enjoy in this great <font color=green>country</font>  with the oppression and frugality of other nations to realize	6	0	2.0886736013312	0	1	miscellaneous	non-fiction
country/NN/br-h18/1847	-0.0856683905170917	-0.152682636487224	country	NN	B3	B	B23	B	country%1:14:01::	B	B	BB2	B	 of policy will be conditioned by the readiness of the <font color=green>country</font>  to sustain it. He is interested in public opinion for	5	3	2.45897594228528	0.6	3	miscellaneous	non-fiction
country/NN/br-h18/2142	-0.144590909452966	0.232725473951933	country	NN	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 Marshall plan, any public-opinion expert would have said that the <font color=green>country</font>  would have accepted such proposals. The problem in the policy	4	1	2.19374136743149	0.25	2	miscellaneous	non-fiction
country/NN/br-j37/958	-0.268326180229774	-0.165079901101148	country	NN	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 a developing country and evaluating their results. In the new <font color=green>country</font>  the electoral process is considered as a means of resolving	4	1	2.31562955178119	0.25	2	learned	non-fiction
country/NN/br-j38/1233	-0.12744622086225	-0.0623527648257446	country	NN	B1	B	B14	B	country%1:14:00::	B2	B	BB2	B	 inherent in the system of local school districts in this <font color=green>country</font> . Planning of vocational education programs and courses is oriented to	3	0	2.26874256788733	0	2	learned	non-fiction
country/NN/br-k03/1240	0.393158897808832	0.236243093666626	country	NN	A	A	A	A	country%5:00:01:rural:00	A	A	A	A	 sit in the back seat of cars along a dark <font color=green>country</font>  lane. No, they must look the other way and climb	5	0	2.01531911408064	0	1	fiction_gral	fiction
country/NN/br-k25/869	-0.20043025638821	0.210827232988241	country	NN	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 shawl over her head, which she had bought in that <font color=green>country</font>  during one of their trips abroad, and handed him a	4	1	2.68365112552086	0.25	1	fiction_gral	fiction
country/NN/br-l04/2288	0.283068340012089	0.302421942442945	country	NN	A1	A	A	A	Z	Z	Z	Z	Z	 should never have come out here alone. This is redneck <font color=green>country</font> . Every man in every one of these houses is a	5	1	2.26519882188588	0.2	1	fiction_mystery	fiction
country/NN/br-n01/1082	0.282174348459988	0.432872304769114	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 He had seen a few nester wagons go through the <font color=green>country</font> , the families almost starving to death, but he had never	4	1	2.68365112552086	0.25	1	fiction_adventure	fiction
country/NN/br-n01/1326	0.136828533340592	0.40829652118649	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 want town work'', Jones said.`` This is a mighty empty <font color=green>country</font> '', Morgan said.`` There 's only one more ranch three miles	5	1	2.49643958343271	0.2	1	fiction_adventure	fiction
country/NN/br-n04/448	-0.094788542296516	-0.0610709678440175	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 no war on now''.`` You 're wrong, Matt. In this <font color=green>country</font>  there 's a war on every time the grass turns	1	0	2.0886736013312	0	1	fiction_adventure	fiction
country/NN/br-n04/831	-0.0490043084937954	-0.026151650914687	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 calmly,`` Trouble ai n't easy to dodge out in this <font color=green>country</font> , rev ' rend''. Gray Eyes attacked our camp just as	1	0	2.1007833811817	0	2	fiction_adventure	fiction
country/NN/br-n07/907	0.00175771723530755	-0.314319031655474	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 to set out to attack the largest mining combination the <font color=green>country</font>  had ever seen if all they wanted was adventure. But	3	1	2.11289316103219	0.333333333333333	1	fiction_adventure	fiction
country/NN/br-n09/492	-0.0637328090655542	0.0186249788407393	country	NN	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 gun- a strange ommission for a peace officer in this <font color=green>country</font> . Never, he 'd once told Joyce, had he encountered any	3	0	2.16419666895805	0	2	fiction_adventure	fiction
country/NN/br-n11/2133	0.0718053838611354	0.347167365083997	country	NN	A1	A	A	A	country%1:15:02::	A1	A	A	A	 to frighten three rustling homesteaders out of the Upper Laramie <font color=green>country</font>  in a single week.`` My reputation 's my stock in	3	0	3.04045293367763	0	2	fiction_adventure	fiction
country/NN/br-p02/1422	0.289419689914316	0.276494380226833	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 rates. The East was popularly supposed to have got the <font color=green>country</font>  into war and into depression, dragging the west along; and	4	1	2.17872522388206	0.25	1	fiction_romance	fiction
country/NN/br-p05/1375	-0.094788542296516	-0.0610709678440175	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 was learning that so long as she was in this <font color=green>country</font> , and wore civilian dress in the Club, there would always	1	0	2.0886736013312	0	1	fiction_romance	fiction
country/NN/br-p08/1312	0.286927587700188	-0.104476769485753	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 to take them away and put them out in the <font color=green>country</font> , in the kibbutzim. She loved the children. She was a	3	0	2.13530306243178	0	1	fiction_romance	fiction
country/NN/br-p12/2090	0.0963137717223357	0.266334268325069	country	NN	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 him she had met a nice man from his adopted <font color=green>country</font> . And Sam thanked her, and hoped he might meet her	2	0	2.08108675431814	0	1	fiction_romance	fiction
country/NNS/br-a04/1454	-0.0786604655715254	0.0775035522924849	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 did recommend that President Kennedy state clearly that if Communist <font color=green>countries</font>  shipped any further arms to Cuba that it would not	3	2	2.33167473939639	0.666666666666667	3	press_reportage	press
country/NNS/br-a07/1587	-0.197038417432455	0.108125499712743	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 the successful banker. Indonesia is one of the twenty under-developed <font color=green>countries</font>  of Asia, Africa and Latin America that are receiving Soviet	4	0	3.27643793349998	0	3	press_reportage	press
country/NNS/br-a07/1659	-0.187215966367852	0.0651565858183037	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 biggest annual outlay since the Communist program for the under-developed <font color=green>countries</font>  made its modest beginning in 1954. In 1960 more than	3	0	2.51068774285297	0	2	press_reportage	press
country/NNS/br-a10/231	-0.0638614611323705	-0.21921452180205	country	NNS	B4	B	B14	B	Z	Z	Z	Z	Z	 want it will lack ritiuality and loyalty. Insuring that the <font color=green>countries</font>  have a freedom of choice, he said, was the biggest	2	0	2.90567551267229	0	2	press_reportage	press
country/NNS/br-a10/89	-0.0330157956166246	0.0189179671352977	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 is married and the father of three children. Helping foreign <font color=green>countries</font>  to build a sound political structure is more important than	3	1	2.51495874214369	0.333333333333333	4	press_reportage	press
country/NNS/br-a26/1144	-0.0929254630725599	0.0345757503940322	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 percentage of new gins in the U. S. and foreign <font color=green>countries</font>  contain machinery made in this area. The Murray Co. of	3	0	2.57734466434558	0	3	press_reportage	press
country/NNS/br-a34/1679	-0.0731713551443312	0.00213164030226699	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 major international problems that involve the interest of many other <font color=green>countries</font> . The meeting will, however, afford a timely and convenient opportunity	3	2	2.31417356338191	0.666666666666667	3	press_reportage	press
country/NNS/br-a34/1717	-0.179013312527365	-0.0947394555988759	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 the major issues which affect the relationships between the two <font color=green>countries</font> ''. The Vienna meeting will bring together a seasoned, 67- year-old	2	0	2.83917418803468	0	3	press_reportage	press
country/NNS/br-a43/1609	-0.0253020136675634	0.0448040950211921	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 these: An international conference of the big textile-importing and textile-exporting <font color=green>countries</font>  will be called shortly by President Kennedy. Chief aims of	4	2	2.70576514839273	0.5	4	press_reportage	press
country/NNS/br-a43/1639	-0.186399410055422	0.00676459811432315	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 U. S. will try to get agreement among the industrialized <font color=green>countries</font>  to take more textile imports from the less-developed countries over	5	2	3.79097174549849	0.4	3	press_reportage	press
country/NNS/br-a43/1648	-0.186399410055422	0.00676459811432313	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 industrialized countries to take more textile imports from the less-developed <font color=green>countries</font>  over the years. Point is that developing countries often build	5	2	3.48705078511057	0.4	4	press_reportage	press
country/NNS/br-a43/1738	-0.0640093002693533	0.0130919311921067	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 textile exports- especially dumping of specific products- to high-wage textile-producing <font color=green>countries</font> . Japan, since 1957, has been`` voluntarily'' curbing exports of textiles	4	0	2.37657526433021	0	4	press_reportage	press
country/NNS/br-b25/1744	-0.128666634160851	0.239117479706889	country	NNS	B1	B	B14	B	Z	Z	Z	Z	Z	 and North Vietnamese liberating the southern half of their respective <font color=green>countries</font> . Perhaps Khrushchev is in a more difficult position than any	2	1	2.98896245553966	0.5	2	press_editorial	press
country/NNS/br-c07/1967	0.0454849442401532	0.152270713205133	country	NNS	B	B	B14	B	Z	Z	Z	Z	Z	 were accompanied by Anna Mi Lee, pianist. Selections from fifteen <font color=green>countries</font>  were sung as solos and duets in a broad range	1	0	2.49409592295	0	3	press_reviews	press
country/NNS/br-c16/1019	-0.0532360382113774	0.0568384998367546	country	NNS	B	B	B14	B	Z	Z	Z	Z	Z	 is Field Marshal Montgomery 's belief that in most Western <font color=green>countries</font>  about 60 per cent of the people do not really	2	1	2.72267076666013	0.5	4	press_reviews	press
country/NNS/br-c16/1072	-0.0854853561861733	0.00245608357911716	country	NNS	B4	B	B14	B	Z	Z	Z	Z	Z	 are genuine Christians and believers in democracy. But these Western <font color=green>countries</font>  do care about themselves. Each feels intensely national. If, say	5	2	3.04393307633146	0.4	4	press_reviews	press
country/NNS/br-f14/1851	-0.0427426493395044	-0.0128316997134017	country	NNS	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 of the Jews in Germany and later in the occupied <font color=green>countries</font>  contributed to terrorizing the populations, splitting apart individuals and groups	4	2	2.6274379141383	0.5	5	popular_lore	fiction
country/NNS/br-f14/2151	-0.265305205385815	-0.143316593036328	country	NNS	B1	B	B14	B	country%1:14:00::	B2	B	BB2	B	 Was n't this meaning of Eichmann 's experience in various <font color=green>countries</font>  worth highlighting? As the first collective confrontation of the Nazi	3	0	3.24806497811701	0	2	popular_lore	fiction
country/NNS/br-f15/1446	0.0191172173837298	-0.106975686460954	country	NNS	B4	B	B14	B	country%1:14:00::	B2	B	BB2	B	 This was generally reflected in the civil laws of Christian <font color=green>countries</font> . Today, the Roman Catholic and Orthodox Churches stand virtually alone	4	1	2.5115255287704	0.25	5	popular_lore	fiction
country/NNS/br-f15/290	-0.111579495773697	0.0253361183518601	country	NNS	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 including birth-control information and material in foreign aid to underdeveloped <font color=green>countries</font> . Where it is not actually erupting, it rumbles and smolders	3	2	3.38975488438437	0.666666666666667	3	popular_lore	fiction
country/NNS/br-f23/2029	-0.0714292894784546	0.15029527887386	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 a Soviet bridgehead ninety miles off our coast. In some <font color=green>countries</font>  the trend has gone further than others: Mexico, Panama, and	4	2	2.74473618585452	0.5	3	popular_lore	fiction
country/NNS/br-g18/2235	-0.037100252784114	-0.112714588599904	country	NNS	B	B	B14	B	country%1:14:01::	B	B	BB2	B	 a perfect introduction to Swedish history for readers of other <font color=green>countries</font> . Some of the earlier episodes have touches of the supernatural	3	0	2.55556964115087	0	4	belles_lettres	fiction
country/NNS/br-h02/1193	-0.0956617605331634	0.0330094239033487	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 not yet willing to make such efforts. There are other <font color=green>countries</font>  where, with skillful diplomacy, we may be able by our	2	1	2.79650853283732	0.5	3	miscellaneous	non-fiction
country/NNS/br-h02/1335	-0.0656106346415325	-0.0106810024259149	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 promote the economic and social development of the less developed <font color=green>countries</font> . This is not a short-run goal. To have any success	5	4	2.91279735668033	0.8	6	miscellaneous	non-fiction
country/NNS/br-h02/1422	-0.0442617345868565	0.0308260917403986	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 as India, a decade of concentrated effort can launch these <font color=green>countries</font>  into a stage in which they can carry forward their	4	3	2.969317712105	0.75	6	miscellaneous	non-fiction
country/NNS/br-h02/1779	-0.165239321929464	-0.0335345468091959	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 importantly, several of the more advanced of the less developed <font color=green>countries</font>  have found through experience that they must plan their own	3	2	3.85175470748572	0.666666666666667	3	miscellaneous	non-fiction
country/NNS/br-h02/1885	-0.0972431053790931	0.0109729887390547	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 can be employed. Most important of all, the less developed <font color=green>countries</font>  must be persuaded to take the necessary steps to allocate	4	4	3.36065651474672	1	5	miscellaneous	non-fiction
country/NNS/br-h02/2052	-0.109723698746517	0.00390013876112399	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 The extent to which we can persuade the less developed <font color=green>countries</font>  to appraise their own resources, to set targets toward which	4	3	3.53258447819168	0.75	5	miscellaneous	non-fiction
country/NNS/br-h02/2175	-0.141772191668678	-0.0231155627827573	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 incentive for them will be clear evidence that where other <font color=green>countries</font>  have done this kind of home work we have responded	2	0	2.72842507965505	0	3	miscellaneous	non-fiction
country/NNS/br-h02/318	-0.11433662125014	-0.00115771611196014	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 cannot, of course, be mechanical. It must be recognized that <font color=green>countries</font>  at different stages of development have very different capabilities of	3	2	2.8484034600922	0.666666666666667	3	miscellaneous	non-fiction
country/NNS/br-h02/562	-0.0866477418076918	-0.00818775249509842	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 to move toward long-term support, in cooperation with other developed <font color=green>countries</font> , of the essential foreign exchange requirements of the country 's	6	4	3.28248315434257	0.666666666666667	5	miscellaneous	non-fiction
country/NNS/br-h02/681	-0.217391025685157	0.0344481536958535	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 aid, therefore, should increasingly be designed to provide incentives for <font color=green>countries</font>  to take the steps that only they themselves can take	3	1	2.7216636017986	0.333333333333333	2	miscellaneous	non-fiction
country/NNS/br-h02/7	-0.124879891756878	-0.03316280436265	country	NNS	B3	B	B23	B	Z	Z	Z	Z	Z	 In most of the less developed <font color=green>countries</font> , however, such programing is at best inadequate and at worst	4	4	3.2832402090725	1	5	miscellaneous	non-fiction
country/NNS/br-h02/706	-0.243989576769872	-0.0833390532889783	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 conditions of self-help, it is important that we not expect <font color=green>countries</font>  to remake themselves in our image. Open societies can take	3	2	3.8714754147926	0.666666666666667	2	miscellaneous	non-fiction
country/NNS/br-h06/901	-0.0341961025846105	0.0449965296814975	country	NNS	B2	B	B23	B	Z	Z	Z	Z	Z	 followed by California, New Jersey, Massachusetts, and Pennsylvania. Among foreign <font color=green>countries</font>  responding were Germany, Canada, Brazil and India. An important operation	5	4	2.97459255194381	0.8	7	miscellaneous	non-fiction
country/NNS/br-h13/2195	-0.446616679460723	-0.111870173279391	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 without discrimination. Once these conditions of international law are met, <font color=green>countries</font>  that try to run to blockade do so at their	4	1	3.26241701218118	0.25	1	miscellaneous	non-fiction
country/NNS/br-j10/1243	-0.155092031600853	-0.16508287648147	country	NNS	B2	B	B23	B	european_country%1:15:00::	B1	B	B1	B	 the`` cuckoo bumblebee'' as it is called in some European <font color=green>countries</font> . Female individuals of Psithyrus look deceptively like the workers and	2	0	2.96741380136097	0	2	learned	non-fiction
country/NNS/br-j22/2116	0.0468067834900392	0.27788103940652	country	NNS	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 generate. It follows that any effective policy toward the underdeveloped <font color=green>countries</font>  must have a realistically long working horizon. It must be	3	0	2.79683285726905	0	2	learned	non-fiction
country/NNS/br-j22/257	-0.186732084130318	-0.121091078677469	country	NNS	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 and the lack of cohesion and stability which characterize these <font color=green>countries</font>  may make them particularly prone to diversions and external adventures	2	0	3.33149793875722	0	4	learned	non-fiction
country/NNS/br-j22/347	-0.162651271885223	-0.0578003586704349	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 world scene. When necessary, we should make it clear that <font color=green>countries</font>  which choose to derive marginal advantages from the cold war	5	3	2.79456002392058	0.6	4	learned	non-fiction
country/NNS/br-j22/397	-0.124257795459461	-0.00298703451075949	country	NNS	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 As a nation, we feel an obligation to assist other <font color=green>countries</font>  in their development; but this obligation pertains only to countries	2	2	3.534542420064	1	4	learned	non-fiction
country/NNS/br-j22/408	-0.105343406248563	-0.00308356650097787	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 countries in their development; but this obligation pertains only to <font color=green>countries</font>  which are honestly seeking to become responsible members of a	4	3	2.99099665952339	0.75	3	learned	non-fiction
country/NNS/br-j22/429	-0.370885240053973	-0.177628462610603	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 a stable and forward-moving world community. When we look at <font color=green>countries</font>  like Iran, Iraq, Pakistan, and Burma, where substantial progress has	8	1	2.93743915498571	0.125	1	learned	non-fiction
country/NNS/br-j22/892	-0.069598587425002	0.0115667450864935	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 performance can we provide telling assistance. With respect to those <font color=green>countries</font>  whose leaders prefer to live with their illusions, we can	2	2	2.49710777165481	1	4	learned	non-fiction
country/NNS/br-j22/929	-0.13450008008849	-0.00317806029494494	country	NNS	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 clear for all to see. Our technical assistance to these <font color=green>countries</font>  should place special emphasis on inducing the central governments to	4	2	2.47651997093587	0.5	3	learned	non-fiction
country/NNS/br-j37/1682	-0.12980408675397	-0.0676248087679955	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 solutions devised in the electoral experiences of the rapidly changing <font color=green>countries</font>  are often of comparative value and essential to evaluating election	4	2	3.024561717401	0.5	6	learned	non-fiction
country/NNS/br-j42/1418	-0.147520058763067	-0.0890162641887894	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 the Common Law in England. Codification was followed in all <font color=green>countries</font>  by a growing amount of legislation, some changing and adjusting	4	1	2.23427323977469	0.25	2	learned	non-fiction
country/NNS/br-j42/665	-0.11307103355176	-0.130879639050219	country	NNS	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 civilization must formally enter into the circle of law governed <font color=green>countries</font> . They must do something with the acquiescence of the latter	3	2	2.85429166851836	0.666666666666667	4	learned	non-fiction
