pmi	raw_freq	raw_co	cw
-0.7183027	62265	47	's/adv
0.11223903	1183	2	12-jarige/adj
-1.5390797	30549	10	15/noun
-0.16465455	7643	10	1980/noun
-0.81618536	51305	35	1998/noun
-0.32693365	26354	29	2004/noun
-1.3632535	5141	2	21-jarige/adj
3.799758	363	25	A_merk/noun
0.39163226	16737	38	Afrikaans/adj
0.20496865	231449	431	Amerikaans/adj
-0.25362995	49844	58	Amsterdams/adj
1.4270993	7188	46	Aziatisch/adj
0.19516367	139420	258	Belgisch/adj
0.41008595	9655	22	Braziliaans/adj
-0.07545927	94154	132	Brits/adj
0.30367866	2881	6	Brusselaars/noun
1.0428165	27261	118	Chinees/adj
-0.19148864	35568	45	Engels/adj
0.8000026	7882	27	Europeaan/noun
-0.115131676	98844	134	Frans/adj
0.07467456	9059	15	Hollands/adj
0.9856502	10053	41	Iers/adj
-0.21230745	49706	61	Italiaans/adj
0.4664697	28973	70	Japans/adj
0.14077748	64503	113	Nederlander/noun
0.09637126	241254	403	Nederlands/adj
-0.31598637	2722	3	OCMW_voorzitter/noun
2.076211	3508	43	Oosteuropees/adj
1.5985938	527	4	Thai/noun
0.7043275	4183	13	Westers/adj
0.57158226	2571	7	Zuidamerikaans/adj
0.24245764	392664	772	aan/part
-0.1926653	2153601	2740	aan/prep
1.58385	95095	713	aandeel/noun
0.15529586	13337	24	aangenaam/adj
1.0761642	881	4	aangetrokken/adj
0.25192666	16143	32	aanmerking/noun
-0.13009626	235279	318	aantal/noun
-0.046154186	37821	56	aanvankelijk/adj
0.30029592	5306	11	aanwinst/noun
1.6804633	19714	163	aanzienlijk/adj
2.9650652	5198	155	abonnement/noun
-0.83399725	150814	101	achter/prep
-0.22169219	44503	55	activiteit/noun
1.7665691	445	4	advertentie_campagne/noun
-0.022422401	321541	484	af/part
-0.37325782	144650	153	afgelopen/adj
-0.6304544	3695	3	afrekening/noun
1.0955814	12666	58	afval/noun
-0.19491798	1066466	1357	al/adv
-0.3104706	73011	83	al/det
-0.01817987	176667	264	aldus/prep
-0.24892212	422543	508	alle/det
0.3872947	178364	407	alleen/adj
0.3470753	266562	583	alleen/adv
0.1171969	1724	3	allerijl/adv
0.03422762	209596	335	alles/noun
0.3326118	8324	18	alleszins/adv
-0.0078008445	1263756	1938	als/prep
0.87322724	13040	48	alternatief/adj
2.6476777	21590	469	alternatief/noun
0.35932368	292821	648	altijd/adv
1.3793398	2950	18	amusement/noun
0.891683	22107	83	analist/noun
0.21092439	663512	1268	ander/adj
0.19496427	16957	32	andere/adv
-0.45210832	5103	5	andermaal/adv
-0.063802965	142075	206	anders/adj
-0.1496755	27899	37	angst/noun
1.1518495	2682	13	antibioticum/noun
-0.10767595	2170	3	apart/adv
1.2258482	16586	87	appartement/noun
2.8327487	7284	191	arbeid/noun
4.782218	2121	390	arbeid_kracht/noun
1.4020039	23364	146	arm/adj
0.39430055	48055	94	artikel/noun
1.7799791	2939	27	assortiment/noun
1.1199887	124344	583	auto/noun
-0.18218952	6338	8	ban/noun
0.84192646	88074	314	bank/noun
0.8695408	543	2	bank_garantie/noun
0.23679143	8790	17	bar/noun
0.30797106	26993	57	basis/prep
-1.1674423	12733	6	basis_school/noun
1.4573065	2408	16	becijfer/verb
0.53096485	27767	73	bedenk/verb
0.8603518	10958	40	bedien/verb
0.07576791	50977	85	bedrag/noun
0.85231197	248130	894	bedrijf/noun
2.2355692	276	4	bedrijf_investering/noun
0.08536115	4194	7	beer/noun
-0.37546036	9454	10	beest/noun
-0.45490965	105186	103	begin/noun
-0.40151155	280945	289	begin/verb
0.5180533	27083	70	behandeling/noun
0.408999	8175	19	beheer/noun
0.48223296	22371	56	behoefte/noun
0.1464777	3348	6	behoud_voor/verb
1.5487386	36697	265	bel/verb
0.729777	8131	26	belachelijk/adj
-0.16681625	209497	274	belangrijk/adj
0.75157595	26803	87	belasting/noun
-0.9396842	1658	1	belasting_geld/noun
0.91176534	40499	154	belegger/noun
-0.25134167	4184	5	beloofd/adj
1.8700044	1005	10	bemand/adj
0.41230032	9938754	23138	ben/verb
3.048124	11883	386	ben_uit/verb
3.8577437	5786	413	benzine/noun
2.0210686	1110	13	benzine_motor/noun
2.2694705	1183	17	benzine_prijs/noun
1.7224573	11102	96	beperking/noun
0.4432521	33306	80	beperkt/adj
1.105421	640	3	bereidwillig/adj
1.1947312	3922	20	bereik/noun
-0.20491818	78177	98	bereik/verb
-0.3080112	1770	2	beroepsbevolking/noun
-0.05472106	4792	7	berust/verb
0.5300117	23428	61	bescherm/verb
-0.11817536	45143	62	beschik/verb
0.3552287	13231	29	beschikking/adj
-0.09433808	7786	11	besef/noun
-0.6386434	4934	4	besmet/verb
1.5957748	9944	75	bespaar/verb
0.68798155	32120	99	besta/adj
0.099915095	151384	258	besta/verb
1.0144793	13970	59	bestel/verb
1.088507	137583	626	betaal/verb
2.7958503	679	17	betaal_bij/verb
0.3682098	93316	209	beteken/verb
-0.4160098	51052	52	bevolking/noun
0.3314792	1863	4	bevroren/adj
0.36238325	35944	80	beweer/verb
0.5347139	4559	12	bewering/noun
0.2809686	5868	12	bewerk/verb
-0.02370588	1326	2	bewerkt/adj
-0.18438897	57450	73	bewoner/noun
-0.8772374	66821	43	bezig/adj
-0.66917855	71043	56	bezoeker/noun
0.91871256	5474	21	bezuinig/verb
-0.11316505	16954	23	bibliotheek/noun
0.8950015	86654	327	bied/verb
2.0170472	53920	624	bied_aan/verb
1.5315385	16911	120	bier/noun
-0.09741396	1803877	2517	bij/prep
0.17980234	192484	354	bijna/adv
1.7960579	321	3	bijproduct/noun
0.7886098	132829	454	bijvoorbeeld/adv
-1.3035938	2412	1	bijzonderheid/noun
-0.41292176	49935	51	binnen/part
-0.06481088	125900	182	binnen/prep
0.8886701	11148	41	binnenlands/adj
-0.01210439	28154	43	blad/noun
0.08175513	516893	860	blijf/verb
-0.39598677	11616	12	blijf_uit/verb
0.21066843	279801	535	blijk/verb
-1.2522224	11361	5	boeiend/adj
-0.12380828	157857	215	boek/noun
0.85372025	35548	128	boek/verb
0.504138	397	1	boek_week_geschenk/noun
-2.2430434	6125	1	boekjaar/noun
0.976204	30916	126	boer/noun
-0.13673887	20061	27	boot/noun
1.1466292	617	3	bout/noun
1.332603	57585	335	bouw/verb
1.0898236	1554	7	bouw_sector/noun
0.05704542	72337	118	boven/prep
1.2838817	145076	814	bovendien/adv
-0.77845186	1413	1	boventoon/noun
1.166134	201	1	braaksel/noun
2.868544	5612	152	brandstof/noun
0.04819338	243129	392	breng/verb
-0.8998122	21073	13	breng_over/verb
-0.23345627	4939	6	brok/noun
0.95041347	11300	45	brood/noun
0.48384297	1602	4	brouw/verb
1.9919946	3659	41	btw/noun
-0.8123043	11825	8	buit/noun
-0.6895066	38732	30	buiten/adv
0.16104908	67390	122	buiten/prep
1.437791	37877	245	buitenland/noun
1.0797411	52661	237	buitenlands/adj
0.050967757	1900	3	buitenschools/adj
0.81538403	37339	129	bus/noun
0.20511055	31203	59	campagne/noun
0.987973	39128	161	cd/noun
2.3936565	20028	336	cent/noun
-0.1732482	47812	62	centraal/adj
-1.1039429	3922	2	chaotisch/adj
0.14101353	4520	8	charme/noun
0.66153526	9739	29	chemisch/adj
-0.8322355	132758	89	club/noun
1.0243493	1169	5	coke/noun
-0.15021275	20292	27	collectie/noun
-0.4662037	67006	65	collega/noun
0.7817969	8323	28	compenseer/verb
2.6098478	4148	87	concurreer/verb
1.8846323	29463	299	concurrent/noun
2.1183555	28563	366	concurrentie/noun
2.2950945	29502	449	consument/noun
1.67211	4869	40	consumptie/noun
-0.93916	51208	31	contact/noun
-0.6867724	50462	39	controle/noun
-0.6771594	3838	3	coördineer/verb
0.2505339	274838	547	daar/adv
-0.21036051	272748	342	daar/noun
-0.55182624	388220	344	dag/noun
-0.05282137	51890	76	dagelijks/adj
0.16077612	3907	7	dakloze/noun
0.26234722	853168	1719	dan/adv
1.0541027	45766	202	dankzij/prep
0.24905509	1849436	3673	dat/det
0.026184259	552171	879	dat/pron
-0.009065625	28074105	42862	de/det
-0.2606707	150293	179	deel/noun
0.23017481	1576	3	defect/adj
2.7614305	700	17	deflatie/noun
1.0381559	13275	58	degelijk/adj
0.04382194	294025	475	denk/verb
2.3181162	448	7	derdewereldlanden/noun
-0.5659127	64045	56	deur/noun
2.0202456	946	11	devaluatie/noun
0.107689634	719674	1237	deze/det
0.22720034	97788	190	dezelfde/det
0.19735686	1365392	2579	die/det
0.0043216203	2519801	3924	die/pron
-0.6432788	49373	40	dier/noun
3.6586175	4115	243	diesel/noun
1.2698544	362	2	dinar/noun
-0.055775132	80601	118	ding/noun
-0.26137117	48699	58	direct/adj
3.286518	222	9	dis_counter/noun
-0.06698955	795783	1148	dit/det
0.25252888	25087	50	dit/noun
-0.09805881	731956	1023	doe/verb
0.038212534	18115	29	doe_aan/verb
-0.25169754	12475	15	doelstelling/noun
1.4913543	95858	651	dollar/noun
2.73167	852	20	dollar_koers/noun
-0.006012755	1310789	2012	door/prep
1.0510066	681	3	doorzie/verb
1.8391832	2478	24	draadloos/adj
0.09707553	52340	89	draai/verb
0.05966211	55729	90	dreig/verb
-0.6714598	19093	15	droog/adj
0.062605724	63359	104	druk/noun
0.7317163	257023	827	dus/adv
3.036618	61418	1956	duur/adj
1.5968248	7346	56	duur/noun
-0.8883925	12652	8	duw/verb
0.27086022	253480	513	echt/adj
0.33928478	72542	157	economisch/adj
0.10414596	11075723	18973	een/det
-0.03732543	16096	24	eenmaal/noun
-0.15230505	292605	388	eens/adv
1.9599367	36615	402	eenvoudig/adj
0.291354	484	1	eerbiedig/adj
-0.28912655	167651	194	eerder/adj
0.7373838	35928	116	effect/noun
4.1815605	356	36	effectbejag/noun
2.689941	12006	273	efficiënt/adj
0.13446605	316997	559	eigen/adj
0.19960164	12191	23	eigendom/noun
-0.102069534	117491	164	eigenlijk/adj
-0.96451324	97048	57	einde/noun
-0.023635136	9265	14	eindeloos/adj
1.426426	25883	166	elders/adv
2.454997	8431	151	elektriciteit/noun
-0.0434127	249085	368	elk/det
-0.58407634	218177	188	elkaar/pron
0.28954595	95251	197	enig/adj
-0.7186118	62482	47	enig/det
-0.3173373	319878	360	enkel/det
-0.02638538	71016	107	enorm/adj
-0.013181068	1744977	2665	er/adv
-0.0759224	665899	955	er/noun
-0.95218724	6801	4	eredivisie/noun
0.49489605	149936	380	erg/adj
0.29059646	26112	54	ergens/adv
-0.91622955	3243	2	ergste/adj
-1.3423797	49768	20	ernstig/adj
1.2039086	20259	104	eten/noun
1.2995692	357235	2001	euro/noun
2.9930673	6240	191	euro_cent/noun
0.03336535	172619	275	even/adj
0.24437892	38485	76	eveneens/adv
1.4252471	2514	16	exclusief/prep
0.026960114	12022	19	expert/noun
-0.5904626	2352	2	explodeer/verb
1.094511	3912	18	exploiteer/verb
2.3885534	601	10	export_product/noun
0.19249983	102779	191	extra/adj
0.6745833	5638	17	extra/noun
0.42007676	16207	38	extreem/adj
1.1338832	18397	88	fabriek/noun
1.9582645	12018	129	fabrikant/noun
1.2913086	4645	26	factuur/noun
-1.3001136	2388	1	familie_bedrijf/noun
-0.717444	36049	27	federaal/adj
-0.8925551	25446	16	festival/noun
-0.4634623	17675	17	fiets/verb
0.5746957	742	2	fijnproever/noun
0.16895209	101575	185	financieel/adj
1.760574	15945	143	fles/noun
1.0247566	4423	19	fles_DIM/noun
0.73296076	47698	153	flink/adj
0.713511	29537	93	fonds/noun
1.8793323	11410	115	formule/noun
1.218198	145606	753	frank/noun
1.2736667	1807	10	frekwent/adj
-0.85275877	36497	24	functie/noun
0.2996354	1440	3	fundering/noun
-0.4399935	4090	4	fuseer/verb
-0.041874755	1085158	1602	ga/verb
0.54757786	9733	26	ga_mee/verb
-0.4520807	23467	23	ga_op/verb
1.2621185	2400	13	garnaal/noun
1.1633917	12535	62	gauw/adj
1.0711559	49055	221	gebruik/noun
0.7786952	135616	456	gebruik/verb
1.8716254	200	2	gecharterd/adj
-1.252337	20318	9	gedurende/prep
-0.29406303	370341	425	geef/verb
-0.045250315	1048752	1540	geen/det
-0.1794714	782	1	gekneusd/adj
2.0339208	594	7	gekopieerd/adj
-1.1208442	7965	4	gekozen/adj
1.2607461	1655	9	gekwalificeerd/adj
0.77546054	203976	682	geld/noun
2.3734508	305	5	geliberaliseerde/adj
-0.19379143	13374	17	geliefd/adj
-1.459918	11200	4	gelijk/part
-1.1911565	10627	5	gelijkmaker/noun
-0.37036565	68521	73	geloof/verb
-0.021783164	9256	14	gemak/noun
1.4557506	43272	287	gemakkelijk/adj
-0.1382799	747	1	gemeenschap_geld/noun
0.4496491	137741	329	gemeente/noun
1.4663032	49323	330	gemiddeld/adj
3.4751592	8606	427	genees_middel/noun
0.5506642	4830	13	geneigd/adj
4.1014557	871	81	generiek/adj
0.38520285	10611	24	genetisch/adj
-0.17705403	44272	57	geniet/verb
0.17061394	32231	59	geraak/verb
0.11314994	21576	37	gerecht/noun
-0.024581587	2661	4	getekend/adj
0.231171	150886	294	geval/noun
0.21197017	83213	159	gevolg/noun
-1.304774	9619	4	gewelddadig/adj
0.4696924	168179	415	gewoon/adj
-0.5107449	47578	44	gezicht/noun
0.68897843	51259	157	gezin/noun
-0.13375883	11093	15	gigantisch/adj
2.2247458	215	3	glas_bak/noun
0.28067908	987502	2015	goed/adj
0.94138753	28880	114	goed/noun
2.8163846	40669	1042	goedkoop/adj
-0.0194015	16688	25	goud/noun
0.8197241	2589	9	grafiek/noun
1.3283875	58478	332	gratis/adj
1.9870349	358	4	grens_gemeente/noun
-1.2974955	2371	1	grijns/verb
0.2825372	23082	47	grijp/verb
0.63006955	12786	37	groei/adj
-0.1816784	50009	64	groei/verb
0.43558973	41750	99	groen/adj
0.6326572	63282	184	grond/noun
-1.5525478	9165	3	grond_gebied/noun
-0.40411037	17483	18	grondig/adj
2.759031	4348	106	grondstof/noun
0.06979055	774779	1280	groot/adj
0.46277374	1218	3	grootte/prep
0.68407214	4229	13	gros/noun
1.3529708	138860	818	gulden/noun
0.76819396	17487	58	gunstig/adj
0.40560097	15184	35	haal_binnen/verb
-0.55287814	13593	12	haal_uit/verb
-0.3194119	891	1	haarscherp/adj
-0.3032479	7856	9	halfuur/noun
0.31861132	3309	7	halte/noun
0.8751399	1622	6	ham/noun
0.19243449	1066	2	hamvraag/noun
-0.27367428	18783	22	handel/verb
0.7035292	18753	58	handelaar/noun
-0.48068318	63915	61	hang/verb
-0.43032184	103806	104	hard/adj
-0.36080572	4034811	4322	heb/verb
-0.5986521	4712	4	heb_op/verb
-0.072094984	251548	362	heel/adj
0.3507102	276441	607	heel/adv
-0.15039565	5301	7	heen/prep
-1.421391	16191	6	held/noun
-0.4557095	144941	142	helemaal/adv
0.20573303	87136	164	help/verb
-0.80818236	455207	314	hem/pron
-0.29075053	157140	182	hen/pron
-0.42496625	14996	15	herstel/noun
1.5859008	936	7	herstructureer/verb
2.093608	965	12	heruitgave/noun
-0.2898969	169158	195	het/adj
-0.066581026	11650779	16800	het/det
0.21292901	764720	1464	het/noun
0.34455457	63184	138	hetzelfde/det
-0.3840859	15336	16	hevig/adj
0.45025	261019	634	hier/adv
-0.7914683	2403923	1688	hij/pron
-0.56411237	35422	31	historisch/adj
-0.0039665615	327075	503	hoe/adj
0.45333883	1654	4	home/noun
-0.7585884	30731	22	hond/noun
0.19549415	33298	62	honderden/noun
0.40215042	4739	11	hoofdzakelijk/adj
0.1970178	284594	534	hoog/adj
1.4011467	966	6	hoog_snelheid_lijn/noun
0.53700244	11331	30	hooguit/adv
-0.7366659	4147	3	hooligan/noun
-0.14547044	109441	146	hoop/verb
1.710072	32978	281	hotel/noun
-0.25629878	340614	405	houd/verb
1.1956532	9971	51	hout/noun
2.9977827	353	11	hout_soort/noun
0.2522729	84893	169	huidig/adj
4.604398	298	45	huis_brand_olie/noun
1.2570223	377	2	huis_koper/noun
2.7605906	286	7	huis_wijn/noun
1.4325123	3867	25	huishoudelijk/adj
2.2412915	990	14	huisvuil_zak/noun
-0.28252718	44000	51	hulp/noun
-0.22964518	3291	4	hulp_organisatie/noun
0.103197314	902917	1548	hun/det
2.199282	10162	141	huur/verb
3.8203442	3123	218	huur_woning/noun
-0.15513045	85313	113	idee/noun
0.2084272	4732	9	ieder/pron
-0.0609289	168069	244	iedereen/pron
-0.48766536	112501	107	iemand/noun
0.116663374	244998	426	iets/noun
-0.7632706	2577275	1859	ik/pron
0.5273552	11730	30	illegaal/noun
1.02283	18202	78	imago/noun
0.65377605	77400	231	immers/adv
3.5532897	3276	176	import/noun
3.1681466	2846	104	importeer/verb
-0.39405698	45035	47	in/adv
0.0036873033	279990	433	in/part
-0.1738838	9492181	12266	in/prep
-0.63136244	48582	40	indruk/noun
2.5956256	674	14	inferieur/adj
1.3587519	11948	71	inflatie/noun
1.371469	19874	121	inkomen/noun
2.630711	1774	38	inkoop/noun
1.3277402	344	2	inseminatie/noun
-0.42759648	21773	22	instantie/noun
0.13517185	105805	186	internationaal/adj
1.4008406	50256	311	internet/noun
2.169946	1913	25	internet/verb
1.0305768	6723	29	introductie/noun
0.90233546	30441	115	investeer/verb
3.1054726	2010	69	invoer/noun
0.32431573	43126	91	inwoner/noun
-0.28846022	1574348	1816	jaar/noun
0.0981742	54221	92	jaarlijks/adj
-0.1622549	25893	34	jammer/adj
0.104422785	154475	265	je/det
0.29107156	1142105	2366	je/pron
-1.2570194	91223	40	jongen/noun
0.26315123	47651	96	juist/adv
0.78362644	31600	107	kamer/noun
0.573743	1969534	5394	kan/verb
1.083638	5729	26	kan_op/verb
0.78213316	21357	72	kan_terecht/verb
-0.33843043	170934	188	kans/noun
1.7095835	3200	27	kansarm/adj
0.55046123	1498	4	kantoor_ruimte/noun
-0.1590406	277310	365	keer/noun
-1.0948621	3877	2	kerkelijk/adj
1.4478178	3565	23	kern_centrale/noun
2.2171023	4731	67	keten/noun
0.47421536	52416	130	keuze/noun
1.1065724	116271	541	kies/verb
-0.2618807	140629	167	kijk/verb
-0.7468354	305978	223	kind/noun
0.8603592	13804	50	kip/noun
-0.54060453	48285	43	klacht/noun
-0.07822408	704	1	klagend/adj
1.7277498	11749	102	kleding/noun
0.5574572	228937	616	klein/adj
1.3164252	525	3	knel/noun
-1.6864542	20998	6	knie/noun
-1.3966432	7902	3	koel/adj
-0.0841221	710	1	koerier_bedrijf/noun
1.1666694	17577	87	koffie/noun
0.032872856	973909	1553	kom/verb
1.2974268	9744	55	kom_af/verb
-1.0705757	20773	11	kom_binnen/verb
-0.36131713	42714	46	kom_terecht/verb
-0.71814096	31961	24	kom_terug/verb
0.48170468	51341	128	kom_uit/verb
-0.42760655	33801	34	kom_voor/verb
-0.08062242	9857	14	kom_vrij/verb
1.3631808	3655	22	kom_weg/verb
1.6480258	2995	24	kool/noun
0.775523	897	3	kooldioxyde/noun
1.9144629	88151	917	koop/verb
1.9576004	278	3	koop_DIM_periode/noun
3.2715368	4435	180	koop_in/verb
0.5250416	6573	17	kop_DIM/noun
-0.26487398	7606	9	korps/noun
1.2892455	35227	197	kost/noun
1.9354652	100118	1060	kost/verb
2.2082837	214	3	kosten_reductie/noun
0.9812702	241	1	krant_pagina/noun
2.4142485	7190	124	krediet/noun
-0.057670914	746610	1083	krijg/verb
-0.76752645	50479	36	kunst/noun
-0.26569247	14455	17	kunst_werk/noun
1.59371	5395	41	kunstmatig/adj
2.322455	1780	28	kunststof/noun
0.31758502	477	1	kwadraat/noun
1.1721114	48735	243	kwaliteit/noun
2.7778277	200	5	kwaliteit_product/noun
0.40779972	21232	49	kwart/noun
-0.25282225	31892	38	kwartaal/noun
-1.2280113	19843	9	kwartier/noun
2.1319427	1860	24	kwartje/noun
1.4373323	100679	653	laag/adj
-0.16269487	521724	684	laat/verb
0.107234314	23869	41	laat_toe/verb
0.9863123	1448	6	lamp_DIM/noun
0.70381314	304215	949	land/noun
2.8348587	838	22	landbouw_product/noun
-0.19236286	318300	405	lang/adj
0.008789925	32202	50	langer/adv
0.9088285	1310	5	last_verlaging/noun
-0.8672256	1545	1	laste/noun
1.1226516	850	4	lawaaierig/adj
-0.42700917	125630	126	leef/verb
0.23114091	1028	2	leefomgeving/noun
2.3543506	10795	175	leen/verb
-0.70369107	23626	18	leg_op/verb
-0.29174793	49212	57	leg_uit/verb
-0.34926236	20230	22	leg_vast/verb
-0.08455148	124304	176	leid/verb
1.5858331	26792	201	lekker/adj
2.3055482	14710	227	lening/noun
-0.7432895	150208	110	leven/noun
2.5571465	1265	25	leven_middel/noun
-0.65220195	14966	12	levend/adj
1.2648102	55138	301	lever/verb
0.25771418	72903	145	lever_op/verb
1.9553819	9211	100	leverancier/noun
0.4259189	64492	152	lief/adj
-0.06907922	291510	420	lig/verb
0.63002723	3446	10	lig_om/adj
0.17123744	233946	428	lijk/verb
2.9928205	361	11	lijn_dienst/noun
-0.66342986	8799	7	link/noun
-0.45817247	7188	7	links/adv
2.3978713	16934	287	liter/noun
0.48704022	22717	57	locatie/noun
0.2544105	1005	2	lofzang/noun
1.2564263	12958	69	lok/verb
0.5277785	46703	122	lokaal/adj
0.94498324	16683	66	loon/noun
-0.44995427	8161	8	loop_mis/verb
2.2421982	12441	176	luchtvaart_maatschappij/noun
