id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
country/NN/br-n01/1082	-0.2819920358068	-0.402600871453172	country	NN	Z	A	A	Z	A	A	Z	Z	Z	 He had seen a few nester wagons go through the <font color=green>country</font> , the families almost starving to death, but he had never
country/NN/br-n09/1051	0.412286822685836	0.208067387263255	country	NN	country%1:15:01::	A	A	A	A	A	A	A	A	 distant derrick of the wildcat- a test well in unexplored <font color=green>country</font> . And even with her limited knowledge of such things, she
country/NN/br-n11/2133	-0.245975490179503	0.141884418528035	country	NN	country%1:15:02::	A1	A	A	A	A	A	A	A1	 to frighten three rustling homesteaders out of the Upper Laramie <font color=green>country</font>  in a single week.`` My reputation 's my stock in
country/NNS/br-a04/1454	-0.124246434198475	0.103590894708441	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 did recommend that President Kennedy state clearly that if Communist <font color=green>countries</font>  shipped any further arms to Cuba that it would not
country/NNS/br-a04/766	0.0993532283290496	-0.0441379181220689	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 ratified) as a method of coordinating aid to the underdeveloped <font color=green>countries</font> , and the need for strengthening conventional forces as well as
country/NNS/br-a04/938	0.039454799755177	-0.0556428725856831	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 Viet Nam. They count on the aid of the neutral <font color=green>countries</font>  attending the Geneva conference to achieve this. The United States
country/NNS/br-a07/1587	0.0862541744886424	-0.117375694543153	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 the successful banker. Indonesia is one of the twenty under-developed <font color=green>countries</font>  of Asia, Africa and Latin America that are receiving Soviet
country/NNS/br-a07/1628	0.104288393200098	-0.0684371352824915	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 technical and military assistance to the uncommitted nations. The Communist <font color=green>countries</font>  allocated more than$ 1000000000 in economic aid alone last year
country/NNS/br-a07/1659	0.263066146411441	-0.232939957820117	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 biggest annual outlay since the Communist program for the under-developed <font color=green>countries</font>  made its modest beginning in 1954. In 1960 more than
country/NNS/br-a07/1678	0.0126490968085305	0.0313641524158783	country	NNS	Z	B1	B	Z	B	B14	Z	Z	Z	 1960 more than 6000 Communist technicians were present in those <font color=green>countries</font> . A committee of experts has recommended that a country 's
country/NNS/br-a07/1769	0.0898361888557414	-0.0904057961910283	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 take jobs from European nations and give more to such <font color=green>countries</font>  as India. India is the most populous United Nations member
country/NNS/br-a10/167	0.105946996227526	0.0101426884758707	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 350 persons that the United States' challenge was to help <font color=green>countries</font>  build their own societies their own ways, following their own
country/NNS/br-a10/231	0.043256705046965	0.100922010602546	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 want it will lack ritiuality and loyalty. Insuring that the <font color=green>countries</font>  have a freedom of choice, he said, was the biggest
country/NNS/br-a10/304	-0.0315064946064299	0.136164144823366	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 Martin called for patience on the part of Americans.`` The <font color=green>countries</font>  are trying to build in a decade the kind of
country/NNS/br-a10/384	0.0503974984746481	-0.105742357029788	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 Economically, Martin said, the United States could best help foreign <font color=green>countries</font>  by helping them help themselves. Private business is more effective
country/NNS/br-a10/89	0.0503974984746481	-0.105742357029788	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 is married and the father of three children. Helping foreign <font color=green>countries</font>  to build a sound political structure is more important than
country/NNS/br-a26/1144	0.0503974984746481	-0.105742357029788	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 percentage of new gins in the U. S. and foreign <font color=green>countries</font>  contain machinery made in this area. The Murray Co. of
country/NNS/br-a34/1104	0.0713193400626393	0.192069437400507	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 would mean an unchecked spread of nuclear weapons to other <font color=green>countries</font>  as well as a fatal blow to any hope for
country/NNS/br-a34/1717	0.129180030860615	-0.0295186164241603	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 the major issues which affect the relationships between the two <font color=green>countries</font> ''. The Vienna meeting will bring together a seasoned, 67- year-old
country/NNS/br-a43/1609	-0.0170158517968331	-0.0615785071690064	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 these: An international conference of the big textile-importing and textile-exporting <font color=green>countries</font>  will be called shortly by President Kennedy. Chief aims of
country/NNS/br-a43/1639	0.0976874651840362	-0.0252039593826555	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 U. S. will try to get agreement among the industrialized <font color=green>countries</font>  to take more textile imports from the less-developed countries over
country/NNS/br-a43/1648	0.0976874651840362	-0.0252039593826555	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 industrialized countries to take more textile imports from the less-developed <font color=green>countries</font>  over the years. Point is that developing countries often build
country/NNS/br-a43/1657	0.0852865907628053	-0.0231938688013247	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 the less-developed countries over the years. Point is that developing <font color=green>countries</font>  often build up a textile industry first, need encouragement to
country/NNS/br-a43/1723	-0.013909441888568	-0.0983452647731552	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 purpose of the conference will be to get certain low-wage <font color=green>countries</font>  to control textile exports- especially dumping of specific products- to
country/NNS/br-a43/1738	0.360464113720196	0.00755115539340961	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 textile exports- especially dumping of specific products- to high-wage textile-producing <font color=green>countries</font> . Japan, since 1957, has been`` voluntarily'' curbing exports of textiles
country/NNS/br-a43/1789	-0.0441401748649772	-0.00121180944315279	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 for several years under the`` Lancashire Pact''. None of these <font color=green>countries</font>  is happy with these arrangements. The Japanese want to increase
country/NNS/br-a43/1888	0.0246070826571963	-0.113536256823931	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 at the conference or through bilateral talks, the low-wage textile-producing <font color=green>countries</font>  in Asia and Europe will see that`` dumping'' practices cause
country/NNS/br-a43/2111	0.0569454236418766	-0.00364460194233627	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 for other lines having difficulty competing with imports from low-wage <font color=green>countries</font> . Among the highest-paid workers in the world are U. S.
country/NNS/br-b01/1558	0.162962932785447	0.173290274307927	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 countless schemes to do away with democratic leaders in neighboring <font color=green>countries</font>  such as President Romulo Betancourt of Venezuela. It was a
country/NNS/br-b07/252	0.0484656055307442	-0.0570374876232717	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 from the Secretary down into political agents of the respective <font color=green>countries</font>  from which they come. The controversy now revolves mainly around
country/NNS/br-b11/1001	0.149364566608543	0.125933077890661	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 as part of the world menace allegedly looming over the <font color=green>countries</font>  of capitalism. Evidently the war drum beating and hysteria so
country/NNS/br-b13/1273	0.329537605149344	-0.337319595303191	country	NNS	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 desire to visit the`` smaller, less traveled and relatively inexpensive <font color=green>countries</font> '', and is now prepared to teach modern Greek and Portuguese
country/NNS/br-b16/263	0.294718347807262	-0.0871166003662371	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 any other program to solve the problems of the underdeveloped <font color=green>countries</font>  would be an investment that would pay off in world
country/NNS/br-b19/664	0.0336933835736162	0.0212133808311738	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 formed so that intelligent men with good intentions from all <font color=green>countries</font>  could meet and solve problems without resorting to war. Russia
country/NNS/br-b25/1744	0.267985768140532	-0.306446466468587	country	NNS	Z	B1	B	Z	B	B14	Z	Z	Z	 and North Vietnamese liberating the southern half of their respective <font color=green>countries</font> . Perhaps Khrushchev is in a more difficult position than any
country/NNS/br-c07/1056	0.270219066372589	0.141511152049699	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 century in England, much ahead of similar revivals in other <font color=green>countries</font> . As a result no comparable literature of the period is
country/NNS/br-c07/1967	-0.191438823350976	-0.324352929625344	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 were accompanied by Anna Mi Lee, pianist. Selections from fifteen <font color=green>countries</font>  were sung as solos and duets in a broad range
country/NNS/br-c16/1019	-0.01688521697489	-0.0432646590243243	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 is Field Marshal Montgomery 's belief that in most Western <font color=green>countries</font>  about 60 per cent of the people do not really
country/NNS/br-c16/1072	0.0275485718469195	-0.024698033890985	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 are genuine Christians and believers in democracy. But these Western <font color=green>countries</font>  do care about themselves. Each feels intensely national. If, say
country/NNS/br-f04/226	0.0503974984746481	-0.105742357029788	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 grades four through eight. From fourteen states and three foreign <font color=green>countries</font>  they come to spend the months from mid-September to June
country/NNS/br-f14/1851	0.0493158746504359	-0.0322870169446664	country	NNS	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 of the Jews in Germany and later in the occupied <font color=green>countries</font>  contributed to terrorizing the populations, splitting apart individuals and groups
country/NNS/br-f14/2054	-0.0454737435143187	0.0911428901687826	country	NNS	country%1:14:00::	B	B	B	B	B14	B	BB2	B2	 to post before the world the contrasting fates of the <font color=green>countries</font>  in which the Final Solution was aided by native Jew
country/NNS/br-f14/2151	0.118036708333759	0.140931690312411	country	NNS	country%1:14:00::	B1	B	B	B	B14	B	BB2	B2	 Was n't this meaning of Eichmann 's experience in various <font color=green>countries</font>  worth highlighting? As the first collective confrontation of the Nazi
country/NNS/br-f15/1446	0.0932840161228427	0.225413371233168	country	NNS	country%1:14:00::	B4	B	B	B	B14	B	BB2	B2	 This was generally reflected in the civil laws of Christian <font color=green>countries</font> . Today, the Roman Catholic and Orthodox Churches stand virtually alone
country/NNS/br-f15/290	0.0604076251794648	-0.0554614000389863	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 including birth-control information and material in foreign aid to underdeveloped <font color=green>countries</font> . Where it is not actually erupting, it rumbles and smolders
country/NNS/br-f23/2029	-0.137568884786927	-0.0946459386340393	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 a Soviet bridgehead ninety miles off our coast. In some <font color=green>countries</font>  the trend has gone further than others: Mexico, Panama, and
country/NNS/br-g12/2313	0.113689564044463	-0.0884085653604077	country	NNS	country%1:14:00::	B4	B	B	B	B14	B	BB2	B2	 the technological and economic revolutions now going on in the <font color=green>countries</font>  of Asia and Africa, and also of course on how
country/NNS/br-g18/2235	0.189998430165135	-0.151870207420775	country	NNS	country%1:14:01::	B	B	B	B	B14	B	BB2	B	 a perfect introduction to Swedish history for readers of other <font color=green>countries</font> . Some of the earlier episodes have touches of the supernatural
country/NNS/br-h02/1163	0.158581821469884	-0.0326175071931719	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 on a sustained basis, tailored to priority needs, to those <font color=green>countries</font>  making serious efforts in self-help. In many instances it can
country/NNS/br-h02/1181	0.0462290143721511	-0.0155294823142329	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 many instances it can withhold or limit its aid to <font color=green>countries</font>  not yet willing to make such efforts. There are other
country/NNS/br-h02/1193	0.0597225605319355	0.060495343240337	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 not yet willing to make such efforts. There are other <font color=green>countries</font>  where, with skillful diplomacy, we may be able by our
country/NNS/br-h02/1242	0.191067322789419	-0.0263064476035525	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 Governments are rarely monolithic. But there will be still other <font color=green>countries</font>  where, despite the inadequacy of the level of self-help, we
country/NNS/br-h02/1335	0.162133532935669	-0.00771132227875509	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 promote the economic and social development of the less developed <font color=green>countries</font> . This is not a short-run goal. To have any success
country/NNS/br-h02/1422	0.0301695981015031	-0.00235734918809794	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 as India, a decade of concentrated effort can launch these <font color=green>countries</font>  into a stage in which they can carry forward their
country/NNS/br-h02/1480	0.0761545322972276	-0.0393476297048818	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 absorb the bulk of our capital assistance. The number of <font color=green>countries</font>  thus favorably situated is small, but their peoples constitute over
country/NNS/br-h02/1779	0.116471850756614	0.00231087694921211	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 importantly, several of the more advanced of the less developed <font color=green>countries</font>  have found through experience that they must plan their own
country/NNS/br-h02/1885	0.0930523801431768	-0.00953777233567231	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 can be employed. Most important of all, the less developed <font color=green>countries</font>  must be persuaded to take the necessary steps to allocate
country/NNS/br-h02/1983	0.0766464207749605	-0.00373497624382908	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 be related to long-range development plans. If the less developed <font color=green>countries</font>  are to be persuaded to adopt a long-term approach, the
country/NNS/br-h02/2052	0.0796460571095882	-0.000915394062377141	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 The extent to which we can persuade the less developed <font color=green>countries</font>  to appraise their own resources, to set targets toward which
country/NNS/br-h02/2175	0.329133153915958	-0.04650712412226	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 incentive for them will be clear evidence that where other <font color=green>countries</font>  have done this kind of home work we have responded
country/NNS/br-h02/318	0.233365519160042	0.0238105813409454	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 cannot, of course, be mechanical. It must be recognized that <font color=green>countries</font>  at different stages of development have very different capabilities of
country/NNS/br-h02/513	0.13862351765112	0.0553435462075954	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 the other end of the spectrum, where the more advanced <font color=green>countries</font>  can be relied upon to make well thought through decisions
country/NNS/br-h02/562	0.0874575368203229	-0.0412643567463222	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 to move toward long-term support, in cooperation with other developed <font color=green>countries</font> , of the essential foreign exchange requirements of the country 's
country/NNS/br-h02/626	0.0742909904233752	-0.000452707653166133	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 main thrust for development must come from the less developed <font color=green>countries</font>  themselves. External aid can only be marginal, although the margin
country/NNS/br-h02/681	0.279788366716373	-0.148802189442912	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 aid, therefore, should increasingly be designed to provide incentives for <font color=green>countries</font>  to take the steps that only they themselves can take
country/NNS/br-h02/7	0.0999671271126377	0.00198628812169605	country	NNS	Z	B3	B	Z	B	B23	Z	Z	Z	 In most of the less developed <font color=green>countries</font> , however, such programing is at best inadequate and at worst
country/NNS/br-h02/706	0.176647802136237	-0.0408624119053088	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 conditions of self-help, it is important that we not expect <font color=green>countries</font>  to remake themselves in our image. Open societies can take
country/NNS/br-h06/876	0.0425451732889095	-0.0784274766397627	country	NNS	Z	B	B	Z	B	B14	Z	Z	Z	 of our 50 United States and 11 came from foreign <font color=green>countries</font> . New York led in the number of inquiries, followed by
country/NNS/br-h06/901	0.0111986392150188	-0.0475799295093609	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 followed by California, New Jersey, Massachusetts, and Pennsylvania. Among foreign <font color=green>countries</font>  responding were Germany, Canada, Brazil and India. An important operation
country/NNS/br-h08/1935	0.0880053437906427	-0.415870847148519	country	NNS	Z	B4	B	Z	B	B14	Z	Z	Z	 years would be the symbol of hope to the oppressed <font color=green>countries</font>  of the world. They simply turned to God filled with
country/NNS/br-h09/1266	0.0503974984746481	-0.105742357029788	country	NNS	country%1:14:00::	B1	B	B	B	B14	B	BB2	B2	 expended in cooperation with public or private agencies in foreign <font color=green>countries</font>  in the development of processes useful to the program in
country/NNS/br-h13/1532	0.0199211609602069	0.135070791169867	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 years the United States had been trying to get these <font color=green>countries</font>  to exclude Castro 's representative from secret military talks. But
country/NNS/br-h13/2195	0.348199535773963	0.150861985612345	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 without discrimination. Once these conditions of international law are met, <font color=green>countries</font>  that try to run to blockade do so at their
country/NNS/br-h13/2315	-0.00606848504138291	-0.0197190226282346	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 coming from Russia and Czechoslovakia. Shipments of arms from Western <font color=green>countries</font>  could similarly be seized as contraband. In a total blockade
country/NNS/br-h21/1267	0.0673961086434015	0.0238398168684546	country	NNS	country%1:14:00::	B1	B	B	B	B14	B	BB2	B2	 a rider which limits competitive bidding by firms in other <font color=green>countries</font>  on certain military supply items. As I have repeatedly stated
country/NNS/br-j10/1243	0.113912136906623	0.0835731322045628	country	NNS	european_country%1:15:00::	B2	B	B	B	B23	B	B1	B1	 the`` cuckoo bumblebee'' as it is called in some European <font color=green>countries</font> . Female individuals of Psithyrus look deceptively like the workers and
country/NNS/br-j22/1309	0.156928025230814	-0.0679907174771875	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 At a third stage in the modernization process are such <font color=green>countries</font>  as India, Brazil, the Philippines, and Taiwan, which are ready
country/NNS/br-j22/1375	0.464681428151971	-0.0205422827792889	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 in the program to wider and wider groups. But these <font color=green>countries</font>  have made big strides toward developing the necessary human and
country/NNS/br-j22/1437	0.145755641074335	-0.0531198631741929	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 economies. On the economic front, the first priority of these <font color=green>countries</font>  is to mobilize a vastly increased volume of resources. Several
country/NNS/br-j22/1464	0.134039495403928	-0.00726577392018018	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 carried out if self-sustaining growth is to be achieved. These <font color=green>countries</font>  must formulate a comprehensive, long-term program covering the objectives of
country/NNS/br-j22/171	0.184570490043822	0.142721695101891	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 and dangerous consequences of social change which have troubled other <font color=green>countries</font>  passing through this stage can be escaped. The United States
country/NNS/br-j22/194	0.132476363984768	0.0841217061780726	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 help by communicating a genuine concern with the problems these <font color=green>countries</font>  face and a readiness to provide technical and other appropriate
country/NNS/br-j22/1968	0.265595661579971	0.213927639952059	country	NNS	country%1:14:00::	B4	B	B	B	B14	B	BB2	B2	 to take seriously their claims to being democratic and free <font color=green>countries</font> ; we also have, in consequence, the duty to appraise realistically
country/NNS/br-j22/2116	0.032157602680166	0.193969550363796	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 generate. It follows that any effective policy toward the underdeveloped <font color=green>countries</font>  must have a realistically long working horizon. It must be
country/NNS/br-j22/257	0.12137169874884	0.0563904330043332	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 and the lack of cohesion and stability which characterize these <font color=green>countries</font>  may make them particularly prone to diversions and external adventures
country/NNS/br-j22/347	0.215044256873691	0.0714224067904451	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 world scene. When necessary, we should make it clear that <font color=green>countries</font>  which choose to derive marginal advantages from the cold war
country/NNS/br-j22/397	0.218952880271984	-0.0904403038276335	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 As a nation, we feel an obligation to assist other <font color=green>countries</font>  in their development; but this obligation pertains only to countries
country/NNS/br-j22/408	0.368605694137871	-0.093919147471989	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 countries in their development; but this obligation pertains only to <font color=green>countries</font>  which are honestly seeking to become responsible members of a
country/NNS/br-j22/429	0.324712534252187	-0.185130540444181	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 a stable and forward-moving world community. When we look at <font color=green>countries</font>  like Iran, Iraq, Pakistan, and Burma, where substantial progress has
country/NNS/br-j22/474	0.284955096236802	0.272352540025383	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 of centralized government exist, we find a second category of <font color=green>countries</font>  with a different set of problems and hence different priorities
country/NNS/br-j22/603	0.0780165556733437	0.0406616424048908	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 achieve the national goals of modernization already symbolically accepted. Most <font color=green>countries</font>  in this second category share the difficulty of having many
country/NNS/br-j22/892	0.161053545432284	-0.111887903668322	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 performance can we provide telling assistance. With respect to those <font color=green>countries</font>  whose leaders prefer to live with their illusions, we can
country/NNS/br-j22/929	0.161053545432284	-0.111887903668322	country	NNS	country%1:14:00::	B3	B	B	B	B23	B	BB2	B2	 clear for all to see. Our technical assistance to these <font color=green>countries</font>  should place special emphasis on inducing the central governments to
country/NNS/br-j26/1235	0.194544667221987	-0.349468837606918	country	NNS	Z	B2	B	Z	B	B23	Z	Z	Z	 long-term economic and social programs. The AIMO organizations of both <font color=green>countries</font> , which maintain administrative services throughout the territories, retained immediate responsibility
country/NNS/br-j37/1682	0.136004752738802	0.0235471745563556	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 solutions devised in the electoral experiences of the rapidly changing <font color=green>countries</font>  are often of comparative value and essential to evaluating election
country/NNS/br-j42/428	0.164225354883236	-0.204332492083077	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 from the North) was the neutralization of the Latin American <font color=green>countries</font> ; out of the question was the neutralization of Asia and
country/NNS/br-j42/665	-0.00612761188161451	0.0203453255224667	country	NNS	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 civilization must formally enter into the circle of law governed <font color=green>countries</font> . They must do something with the acquiescence of the latter
