_id	model.x	model.y	pos	cwfreq	ppmi_S	noncue	cue	a1	a2	b	b1	c1	c2	c3	d	other	a1_cue	a2_cue	b_cue	b1_cue	c1_cue	c2_cue	c3_cue	d_cue	other_cue
different/J	-0.17894707966538484	0.10684243355808795	J	1	0.81044513	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
difficult/J	-0.21760417461866138	0.1332913303801601	J	1	1.1368556	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
discipline/N	0.01747374295193874	0.41810135463373593	N	1	2.757783	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
discussion/N	-0.09170623588528852	0.16428625150204146	N	1	0.298194	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
dispense/V	0.4729943411561547	0.18337577967671415	V	1	3.3863914	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
dissenter/N	0.5255229611605875	-0.0447087753593824	N	1	4.772686	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
distance/N	-0.3165380032434461	-0.057809633399131234	N	1	0.28404948	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
distinction/N	-0.04772666856306714	0.3034662042451931	N	1	1.9176534	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
do/V	-0.22992917303614202	-0.05432372722397624	V	4	0	4	0	1	0	1	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
doctor/N	-0.2995025436099646	-0.038487425171080135	N	1	0.05062192	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
door/N	-0.2741145975158783	-0.19051504079888126	N	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
draw/N	0.0497417427015488	-0.4447995699945063	N	2	3.8171744	2	0	0	0	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
drop/V	-0.30124685986382854	-0.1477374197838192	V	1	0.08547496	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
duty/N	0.0017120262244656982	0.02205576305557338	N	1	2.095095	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
early/J	-0.10870501617470951	-0.0012510853484185146	J	1	1.1423628	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
eastern/J	0.03026777266929667	0.3304089314093878	J	1	1.7769536	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
easy/J	-0.2669730580580569	-0.019188952260534367	J	1	0.6087375	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
economic/J	-0.05488408617908794	0.13707677487419653	J	1	0.8573351	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
effective/J	-0.068560748002303315	0.13436488197112495	J	1	1.3344069	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
empire/N	0.2226983667334756	-0.14429995830631628	N	1	2.521394	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
empty/V	0.04777776801638296	-0.43042450681227823	V	1	2.4701009	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
encourage/V	-0.11598492774092027	0.19147156417095204	V	1	1.2611405	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
england/N	0.04618648808305192	-0.0013886702338084692	N	12	3.0363834	4	8	0	10	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0
enter/V	-0.14221807032356276	-0.07564305042351986	V	1	0.51707315	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
enthral/J	0.46922358686468446	-0.013921117465319285	J	1	4.772686	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
entire/J	-0.25535229611675037	0.05491530765451344	J	1	0.20055553	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
entrance/N	-0.19955689052736264	-0.31126395137830953	N	1	0.974952	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
environs/N	0.39602428527940337	0.23136407493791888	N	1	3.6740735	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
evangelism/N	0.2595076827776555	0.22684155743391782	N	1	3.6740735	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
every/D	-0.15411954708339193	-0.022836508800543883	D	1	0.28217858	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
everybody/N	-0.17011665874983228	-0.23085930170730637	N	1	0.661812	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
evident/J	-0.08822093811235865	0.26125339003504255	J	2	1.8282468	2	0	0	0	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
evil/N	0.11325362427432166	-0.3515388150239275	N	1	1.8282468	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
exercise/V	-0.06547265272543791	0.28302715322917593	V	1	2.0318458	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
exhibit/V	-0.3546085384641637	0.23795457192321587	V	1	1.5145893	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
exist/V	-0.1036195852116907	0.16777243129537062	V	1	1.2307608	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
existing/J	-0.035950737843214425	0.22560676575386998	J	1	1.9394726	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
expect/V	-0.16538134254485098	0.01795291945226444	V	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
experience/N	-0.13203454392147831	0.10579783163965117	N	1	1.1910205	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
experience/V	-0.1327470227191122	0.2717131577479896	V	1	1.161768	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
explicit/J	0.13771938898086558	0.3487107286051996	J	1	2.2077365	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
fact/N	-0.12477859942361677	0.07890021617610148	N	3	0.29350415	3	0	1	0	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
faith/N	0.06737759362509177	0.07477464768776415	N	1	2.1176848	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
fall/V	-0.24522291470342714	-0.123022010696777	V	1	0.82948726	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
family/N	-0.0654048309921452	-0.004743097853664357	N	1	1.2086456	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
far/J	-0.23340471411087163	0.054010618838797146	J	1	0.9771967	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
federal/N	-0.07815030192270754	0.24686806420240692	N	1	1.0114857	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
feel/V	-0.24259871388924878	-0.08041198554053805	V	1	0.30448154	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
feeling/N	-0.2697625203305567	0.06716558677824679	N	2	0.8973268	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
fellowship/N	0.1819743322095235	0.09332707713000589	N	2	3.3863914	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
few/N	-0.15931806300881102	-0.04113018832419431	N	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
fewer/J	-0.027914061879954776	0.4484908429066646	J	1	2.4701009	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
fill/V	-0.2707194829873756	-0.11139412677723282	V	1	0.124935225	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
find/V	-0.21316723494336787	-0.011526512526407037	V	4	0.13035752	3	1	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
finger/N	-0.36191444081515056	-0.18812310472762142	N	1	0.5679932	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fishkill/N	0.4880968909513958	-0.15573055040411857	N	1	4.772686	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
follow/V	-0.13403706364167184	-0.03201209367324587	V	2	0.86483824	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
foot/N	-0.28334264697304196	-0.14257598079209424	N	1	0	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
forbid/V	0.23755494141651048	0.1581091017112313	V	1	2.6932442	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
force/N	-0.1498859078781431	0.08082580441127186	N	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
forest/N	-0.050671097645541244	-0.2537276738580238	N	1	1.0838064	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
former/J	-0.3073538968258612	0.16304158215625564	J	1	1.0267174	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
fourth/J	-0.0711702603530785	-0.20476379277006693	J	1	1.55381	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
francesco/N	0.5060144888196972	-0.08592526208072555	N	1	4.772686	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
front/N	-0.25533344987278644	-0.2117207318858055	N	1	0.29534903	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
frontier/N	0.22193264262458878	-0.061197918225824925	N	1	1.9394726	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
further/J	-0.1898752748033515	0.22545022923537184	J	1	1.0863096	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
get/V	-0.23086338430896464	-0.13014592915827022	V	2	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
give/N	0.480704432758159	-0.08756589155535753	N	1	4.367221	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
gnaw/N	0.4867959548097646	-0.17552461236684477	N	1	4.079539	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
go/V	-0.21514355275599942	-0.12820198042628958	V	7	0.1414825	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	6	0	0
goal/N	-0.08419642478604013	0.21465251823767015	N	1	1.30695	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
god/N	-0.06080267095474908	-0.09697170463248811	N	3	1.3939046	3	0	0	0	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
graveyard/N	0.3171529562529265	-0.3737278494090583	N	1	2.9809263	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
great/J	-0.1375013922573789	0.029451648069305385	J	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ground/N	-0.2769455722446246	-0.09081511994085366	N	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
group/N	-0.1041657869260301	0.07240116901680343	N	2	0.29662827	0	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
grow/V	-0.21950690314137636	-0.02625141105622812	V	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
growing/J	-0.14231264700011728	0.2420597524159285	J	1	1.161768	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
have/V	-0.1668005063151226	-0.032308537349949554	V	28	0.10091483	28	0	2	6	13	0	3	0	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
headless/J	0.37057963209164807	-0.41500647870633717	J	1	4.079539	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hear/V	-0.19802019939509885	-0.14414378995752838	V	2	0.67834127	2	0	0	0	0	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
help/V	-0.17060627237419385	0.04203452806882998	V	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hierarchy/N	0.40035032457432107	0.07015565754211055	N	1	2.8267758	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
high/J	-0.18715245406852454	0.016594305287384273	J	2	0.63087475	2	0	0	0	1	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hold/V	-0.13945643116337925	-0.06828759291198931	V	3	1.0789571	0	3	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0
home/N	-0.10310983519542723	-0.08008692759802528	N	3	0.63129866	1	2	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
hour/N	-0.18252339795484854	-0.06718429292577692	N	1	0.36535704	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
house/N	-0.14484427611680387	-0.10457842920372856	N	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ill-starred/J	0.3422768930780022	0.19725696063228065	J	1	3.3863914	1	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
illinois/N	0.10005463609964763	-0.08582240677961017	N	1	1.2173378	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
immoral/J	0.42289417742812657	0.17415708920776252	J	1	3.163248	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
imprison/V	0.3789218271061522	-0.35769493617289017	V	1	3.3863914	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
in/J	-0.1712248437219029	0.04962458366389204	J	1	0	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
include/V	-0.12017413227362393	0.04236130561401338	V	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
increase/N	-0.24147538325539894	0.20669090928827205	N	1	0.002001234	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
indictment/N	0.18507276887231955	-0.29730595565291756	N	1	2.2077365	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
indifference/N	0.1829279151394133	-0.36781761287886305	N	1	2.3747907	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
insight/N	-0.20891244355658228	0.3401236955001764	N	1	1.55381	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
insincere/J	0.4751152366058143	-0.05890897692082917	J	1	4.935205	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
install/V	-0.39182280440166367	-0.06826045845048272	V	1	1.2761782	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
instruct/V	0.24620981259659389	-0.04423492308016354	V	1	2.9809263	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
integration/N	0.00855798511630347	0.23173446001436443	N	1	1.0591137	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
interest/N	-0.11898415454180439	0.08044615824261354	N	2	0.31003976	2	0	0	0	1	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
internal/J	-0.15431623311794132	0.26819286493865	J	1	1.0114857	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
invest/V	0.1417578717443535	0.40160510260096033	V	1	2.6036322	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
invite/V	0.10972151027650014	0.06342465877613404	V	1	2.4055622	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
involved/J	-0.24113296672874693	0.17597495514903302	J	1	0.9077545	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ireland/N	0.3385009828341758	-0.24851727026209403	N	1	3.7253668	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
irene/N	0.39659975596664365	-0.3119612215785867	N	1	4.079539	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
irish/J	0.06591800487728429	-0.25438119931538383	J	1	1.594632	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
issue/V	0.022005446148597407	0.10603917184603447	V	1	0.8281957	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ivy/N	0.22416922099086733	-0.4650320060231141	N	1	3.6740735	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
jesus/N	-0.00265357899743612	-0.25440464387575046	N	1	0.6634527	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
john/N	-0.08441225366356071	-0.09982256164982437	N	2	0.92769337	2	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
join/V	-0.028320973760323997	-0.08013410769967916	V	6	2.2924197	0	6	0	4	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
justinian/N	0.3955753883361023	-0.2754306164010383	N	1	3.6740735	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
kill/V	-0.21810935502999357	-0.2584560649195922	V	1	0.28798983	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
largest/J	0.05635863638738157	0.2791990885044594	J	1	1.8823141	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
last/J	-0.10617177639253728	-0.04595881555159997	J	1	0.056421626	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
last/N	0.006018882616431567	-0.49025514481275045	N	1	2.3747907	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
last/V	0.03531351920886417	-0.3207886096002898	V	1	1.594632	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
latter/N	-0.27212894802710347	0.19661557794288825	N	1	1.1350996	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
lay/J	0.35325657467670124	0.14789111394241589	J	1	4.5903645	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
lead/N	-0.1379283953028575	-0.3002849099053453	N	1	1.161768	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
leader/N	-0.023433634477441047	0.009943776613800356	N	1	1.6455599	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
leadership/N	0.017476981855261652	0.1283049974819488	N	2	1.6517905	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
lean/V	-0.2810397429472141	-0.29638242149147465	V	1	1.0591137	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
leave/V	-0.2103850813096748	-0.10585823178424367	V	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lend/V	-0.0316549782030105	0.3655808801740852	V	1	1.9394726	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
lessen/V	0.09052725650283765	0.4276242565668576	V	1	2.6932442	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
life/N	-0.11842955064507332	0.020615913573048428	N	4	0.47229546	1	3	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0
light/N	-0.2579163644358909	-0.08384599546865709	N	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
line/N	-0.27409500486799554	-0.007321097935417637	N	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
little/J	-0.19389052704532314	-0.06751432221754829	J	2	0.5057895	2	0	0	0	1	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
local/J	-0.06845637278276863	0.06501514665241635	J	5	1.6163949	0	5	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
look/V	-0.23553977332330228	-0.12728014358327952	V	1	0.1555871	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
lord/N	-0.1310911526365828	-0.2324209121978066	N	1	0.29024842	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
lose/V	-0.18378847674948076	-0.030933932633064615	V	2	0.82787305	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
lower/J	-0.3248229302558119	0.2481523123916056	J	1	2.0646358	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
loyalty/N	0.09671280478869855	0.292282516691197	N	1	1.8282468	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
luke/N	0.30701799243224437	-0.44193128367731543	N	1	3.3863914	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
majestic/J	0.3234402584473655	-0.2945846594460449	J	1	3.519923	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
major/J	-0.07037235197765607	0.1021053549413454	J	1	1.3849115	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
major/N	-0.11234267070147948	-0.36227655819892773	N	1	1.30695	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
make/V	-0.1658204801542514	-7.071164215698292e-4	V	5	0	4	1	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
malaria/N	0.4737982209897207	-0.22004728606109875	N	1	3.6740735	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
